TCGplayer Id,Product Line,Set Name,Product Name,Title,Number,Rarity,Condition,TCG Market Price,TCG Direct Low,TCG Low Price With Shipping,TCG Low Price,Total Quantity,Add to Quantity,TCG Marketplace Price,Photo URL
"4255836","Pokemon","SM - Cosmic Eclipse","Alolan Meowth","","128/236","Common","Lightly Played","0.33","","1.6300","0.1400","","0","",""
"4255837","Pokemon","SM - Cosmic Eclipse","Alolan Meowth","","128/236","Common","Moderately Played","0.22","","1.7100","0.2200","","0","",""
"4255838","Pokemon","SM - Cosmic Eclipse","Alolan Meowth","","128/236","Common","Heavily Played","","","","","","0","",""
"4255839","Pokemon","SM - Cosmic Eclipse","Alolan Meowth","","128/236","Common","Damaged","0.14","","","","","0","",""
"4255840","Pokemon","SM - Cosmic Eclipse","Alolan Meowth","","128/236","Common","Near Mint Reverse Holofoil","0.64","","1.7100","0.2200","","0","",""
"4255841","Pokemon","SM - Cosmic Eclipse","Alolan Meowth","","128/236","Common","Lightly Played Reverse Holofoil","0.55","","1.9400","0.4500","","0","",""
"4255842","Pokemon","SM - Cosmic Eclipse","Alolan Meowth","","128/236","Common","Moderately Played Reverse Holofoil","0.27","","1.6900","0.2000","","0","",""
"4255843","Pokemon","SM - Cosmic Eclipse","Alolan Meowth","","128/236","Common","Heavily Played Reverse Holofoil","0.48","","1.6700","0.1800","","0","",""
"4255844","Pokemon","SM - Cosmic Eclipse","Alolan Meowth","","128/236","Common","Damaged Reverse Holofoil","","","","","","0","",""
"4255880","Pokemon","SM - Cosmic Eclipse","Alolan Muk","","131/236","Rare","Near Mint","0.77","0.75","1.8900","0.4000","","0","",""
"4255881","Pokemon","SM - Cosmic Eclipse","Alolan Muk","","131/236","Rare","Lightly Played","0.77","0.89","1.8800","0.3900","","0","",""
"4255882","Pokemon","SM - Cosmic Eclipse","Alolan Muk","","131/236","Rare","Moderately Played","0.51","","2.0900","0.6000","","0","",""
"4255883","Pokemon","SM - Cosmic Eclipse","Alolan Muk","","131/236","Rare","Heavily Played","","","2.2800","0.7900","","0","",""
"4255884","Pokemon","SM - Cosmic Eclipse","Alolan Muk","","131/236","Rare","Damaged","0.58","","2.0600","0.5700","","0","",""
"4255885","Pokemon","SM - Cosmic Eclipse","Alolan Muk","","131/236","Rare","Near Mint Reverse Holofoil","1.28","18.68","2.4800","0.9900","","0","",""
"4255886","Pokemon","SM - Cosmic Eclipse","Alolan Muk","","131/236","Rare","Lightly Played Reverse Holofoil","1.42","1.79","2.7000","1.2100","","0","",""
"4255887","Pokemon","SM - Cosmic Eclipse","Alolan Muk","","131/236","Rare","Moderately Played Reverse Holofoil","0.48","","2.8300","1.3400","","0","",""
"4255888","Pokemon","SM - Cosmic Eclipse","Alolan Muk","","131/236","Rare","Heavily Played Reverse Holofoil","","","","","","0","",""
"4255889","Pokemon","SM - Cosmic Eclipse","Alolan Muk","","131/236","Rare","Damaged Reverse Holofoil","","","6.4200","4.9300","","0","",""
"4261187","Pokemon","SM - Cosmic Eclipse","Alolan Ninetales","","145/236","Holo Rare","Near Mint Holofoil","5.66","9.99","5.4900","4.0000","","0","",""
"4261188","Pokemon","SM - Cosmic Eclipse","Alolan Ninetales","","145/236","Holo Rare","Lightly Played Holofoil","4.77","","5.5000","5.5000","","0","",""
"4261189","Pokemon","SM - Cosmic Eclipse","Alolan Ninetales","","145/236","Holo Rare","Moderately Played Holofoil","2.56","","5.4800","3.9900","","0","",""
"4261190","Pokemon","SM - Cosmic Eclipse","Alolan Ninetales","","145/236","Holo Rare","Heavily Played Holofoil","4.73","","5.9800","4.4900","","0","",""
"4261191","Pokemon","SM - Cosmic Eclipse","Alolan Ninetales","","145/236","Holo Rare","Damaged Holofoil","2.50","","","","","0","",""
"4261192","Pokemon","SM - Cosmic Eclipse","Alolan Ninetales","","145/236","Holo Rare","Near Mint Reverse Holofoil","6.99","","7.2700","7.2700","","0","",""
"4261193","Pokemon","SM - Cosmic Eclipse","Alolan Ninetales","","145/236","Holo Rare","Lightly Played Reverse Holofoil","5.07","","5.9900","5.0000","","0","",""
"4261194","Pokemon","SM - Cosmic Eclipse","Alolan Ninetales","","145/236","Holo Rare","Moderately Played Reverse Holofoil","2.75","","7.3800","6.3900","","0","",""
"4261195","Pokemon","SM - Cosmic Eclipse","Alolan Ninetales","","145/236","Holo Rare","Heavily Played Reverse Holofoil","","","","","","0","",""
"4261196","Pokemon","SM - Cosmic Eclipse","Alolan Ninetales","","145/236","Holo Rare","Damaged Reverse Holofoil","2.00","","","","","0","",""
"4255845","Pokemon","SM - Cosmic Eclipse","Alolan Persian GX","","129/236","Ultra Rare","Near Mint Holofoil","2.69","3.99","3.2400","1.7500","","0","",""
"4255846","Pokemon","SM - Cosmic Eclipse","Alolan Persian GX","","129/236","Ultra Rare","Lightly Played Holofoil","2.16","3.34","3.5000","2.0000","","0","",""
"4255847","Pokemon","SM - Cosmic Eclipse","Alolan Persian GX","","129/236","Ultra Rare","Moderately Played Holofoil","1.87","","3.3400","1.8500","","0","",""
"4255848","Pokemon","SM - Cosmic Eclipse","Alolan Persian GX","","129/236","Ultra Rare","Heavily Played Holofoil","1.41","","3.4900","2.0000","","0","",""
"4255849","Pokemon","SM - Cosmic Eclipse","Alolan Persian GX","","129/236","Ultra Rare","Damaged Holofoil","0.69","","9.4900","4.5000","","0","",""
"4257415","Pokemon","SM - Cosmic Eclipse","Alolan Persian GX (Full Art)","","219/236","Ultra Rare","Near Mint Holofoil","6.66","12.99","6.5000","6.5000","","0","",""
"4257416","Pokemon","SM - Cosmic Eclipse","Alolan Persian GX (Full Art)","","219/236","Ultra Rare","Lightly Played Holofoil","5.34","","5.2400","5.2400","","0","",""
"4257417","Pokemon","SM - Cosmic Eclipse","Alolan Persian GX (Full Art)","","219/236","Ultra Rare","Moderately Played Holofoil","3.00","","","","","0","",""
"4257418","Pokemon","SM - Cosmic Eclipse","Alolan Persian GX (Full Art)","","219/236","Ultra Rare","Heavily Played Holofoil","","","","","","0","",""
"4257419","Pokemon","SM - Cosmic Eclipse","Alolan Persian GX (Full Art)","","219/236","Ultra Rare","Damaged Holofoil","1.00","","3.4900","2.0000","","0","",""
"4259255","Pokemon","SM - Cosmic Eclipse","Alolan Persian GX (Secret)","","257/236","Rainbow Rare","Near Mint Holofoil","13.63","","14.7900","13.3000","","0","",""
"4259256","Pokemon","SM - Cosmic Eclipse","Alolan Persian GX (Secret)","","257/236","Rainbow Rare","Lightly Played Holofoil","11.05","","11.5000","11.5000","","0","",""
"4259257","Pokemon","SM - Cosmic Eclipse","Alolan Persian GX (Secret)","","257/236","Rainbow Rare","Moderately Played Holofoil","8.55","","9.9900","9.9900","","0","",""
"4259258","Pokemon","SM - Cosmic Eclipse","Alolan Persian GX (Secret)","","257/236","Rainbow Rare","Heavily Played Holofoil","4.84","","6.1000","4.6000","","0","",""
"4259259","Pokemon","SM - Cosmic Eclipse","Alolan Persian GX (Secret)","","257/236","Rainbow Rare","Damaged Holofoil","5.78","","","","","0","",""
"4255950","Pokemon","SM - Cosmic Eclipse","Alolan Sandshrew","","137/236","Common","Near Mint","0.30","0.22","1.5900","0.1000","","0","",""
"4255951","Pokemon","SM - Cosmic Eclipse","Alolan Sandshrew","","137/236","Common","Lightly Played","0.34","","1.6400","0.1500","","0","",""
"4255952","Pokemon","SM - Cosmic Eclipse","Alolan Sandshrew","","137/236","Common","Moderately Played","0.18","","1.6700","0.1800","","0","",""
"4255953","Pokemon","SM - Cosmic Eclipse","Alolan Sandshrew","","137/236","Common","Heavily Played","0.24","","1.7400","0.2500","","0","",""
"4255954","Pokemon","SM - Cosmic Eclipse","Alolan Sandshrew","","137/236","Common","Damaged","0.04","","","","","0","",""
"4255955","Pokemon","SM - Cosmic Eclipse","Alolan Sandshrew","","137/236","Common","Near Mint Reverse Holofoil","0.85","","3.5800","1.6900","","0","",""
"4255956","Pokemon","SM - Cosmic Eclipse","Alolan Sandshrew","","137/236","Common","Lightly Played Reverse Holofoil","0.81","","2.3400","0.8500","","0","",""
"4255957","Pokemon","SM - Cosmic Eclipse","Alolan Sandshrew","","137/236","Common","Moderately Played Reverse Holofoil","0.44","","","","","0","",""
"4255958","Pokemon","SM - Cosmic Eclipse","Alolan Sandshrew","","137/236","Common","Heavily Played Reverse Holofoil","","","","","","0","",""
"4255959","Pokemon","SM - Cosmic Eclipse","Alolan Sandshrew","","137/236","Common","Damaged Reverse Holofoil","0.18","","","","","0","",""
"4255960","Pokemon","SM - Cosmic Eclipse","Alolan Sandslash","","138/236","Rare","Near Mint","0.62","0.65","1.8900","0.4000","","0","",""
"4255961","Pokemon","SM - Cosmic Eclipse","Alolan Sandslash","","138/236","Rare","Lightly Played","0.49","","1.8200","0.3300","","0","",""
"4255962","Pokemon","SM - Cosmic Eclipse","Alolan Sandslash","","138/236","Rare","Moderately Played","0.43","","1.9200","0.4300","","0","",""
"4255963","Pokemon","SM - Cosmic Eclipse","Alolan Sandslash","","138/236","Rare","Heavily Played","0.52","","","","","0","",""
"4255964","Pokemon","SM - Cosmic Eclipse","Alolan Sandslash","","138/236","Rare","Damaged","0.25","","1.9900","0.5000","","0","",""
"4255965","Pokemon","SM - Cosmic Eclipse","Alolan Sandslash","","138/236","Rare","Near Mint Reverse Holofoil","1.20","","2.4400","0.9500","","0","",""
"4255966","Pokemon","SM - Cosmic Eclipse","Alolan Sandslash","","138/236","Rare","Lightly Played Reverse Holofoil","1.07","","1.9300","0.4400","","0","",""
"4255967","Pokemon","SM - Cosmic Eclipse","Alolan Sandslash","","138/236","Rare","Moderately Played Reverse Holofoil","0.95","","2.3900","0.9000","","0","",""
"4255968","Pokemon","SM - Cosmic Eclipse","Alolan Sandslash","","138/236","Rare","Heavily Played Reverse Holofoil","","","","","","0","",""
"4255969","Pokemon","SM - Cosmic Eclipse","Alolan Sandslash","","138/236","Rare","Damaged Reverse Holofoil","0.38","","","","","0","",""
"4256285","Pokemon","SM - Cosmic Eclipse","Alolan Vulpix","","39/236","Common","Near Mint","0.47","","1.6900","0.2000","","0","",""
"4256286","Pokemon","SM - Cosmic Eclipse","Alolan Vulpix","","39/236","Common","Lightly Played","0.41","","1.7300","0.2400","","0","",""
"4256287","Pokemon","SM - Cosmic Eclipse","Alolan Vulpix","","39/236","Common","Moderately Played","0.23","","1.9400","0.4500","","0","",""
"4256288","Pokemon","SM - Cosmic Eclipse","Alolan Vulpix","","39/236","Common","Heavily Played","0.26","","1.9400","0.4500","","0","",""
"4256289","Pokemon","SM - Cosmic Eclipse","Alolan Vulpix","","39/236","Common","Damaged","0.26","","2.2400","0.7500","","0","",""
"4256290","Pokemon","SM - Cosmic Eclipse","Alolan Vulpix","","39/236","Common","Near Mint Reverse Holofoil","3.42","3.25","4.4800","2.9900","","0","",""
"4256291","Pokemon","SM - Cosmic Eclipse","Alolan Vulpix","","39/236","Common","Lightly Played Reverse Holofoil","1.92","3.59","3.4900","2.0000","","0","",""
"4256292","Pokemon","SM - Cosmic Eclipse","Alolan Vulpix","","39/236","Common","Moderately Played Reverse Holofoil","1.10","","","","","0","",""
"4256293","Pokemon","SM - Cosmic Eclipse","Alolan Vulpix","","39/236","Common","Heavily Played Reverse Holofoil","2.09","","3.5800","2.0900","","0","",""
"4256294","Pokemon","SM - Cosmic Eclipse","Alolan Vulpix","","39/236","Common","Damaged Reverse Holofoil","","","","","","0","",""
"4257015","Pokemon","SM - Cosmic Eclipse","Ambipom","","170/236","Uncommon","Near Mint","0.23","","1.5400","0.0500","","0","",""
"4257016","Pokemon","SM - Cosmic Eclipse","Ambipom","","170/236","Uncommon","Lightly Played","0.18","0.10","1.5900","0.1000","","0","",""
"4257017","Pokemon","SM - Cosmic Eclipse","Ambipom","","170/236","Uncommon","Moderately Played","0.11","","1.5200","0.0300","","0","",""
"4257018","Pokemon","SM - Cosmic Eclipse","Ambipom","","170/236","Uncommon","Heavily Played","0.05","","1.5400","0.0500","","0","",""
"4257019","Pokemon","SM - Cosmic Eclipse","Ambipom","","170/236","Uncommon","Damaged","0.03","","1.6700","0.1800","","0","",""
"4257020","Pokemon","SM - Cosmic Eclipse","Ambipom","","170/236","Uncommon","Near Mint Reverse Holofoil","0.49","","1.8900","0.4000","","0","",""
"4257021","Pokemon","SM - Cosmic Eclipse","Ambipom","","170/236","Uncommon","Lightly Played Reverse Holofoil","0.51","","1.7900","0.3000","","0","",""
"4257022","Pokemon","SM - Cosmic Eclipse","Ambipom","","170/236","Uncommon","Moderately Played Reverse Holofoil","0.40","","1.8400","0.3500","","0","",""
"4257023","Pokemon","SM - Cosmic Eclipse","Ambipom","","170/236","Uncommon","Heavily Played Reverse Holofoil","","","1.7900","0.3000","","0","",""
"4257024","Pokemon","SM - Cosmic Eclipse","Ambipom","","170/236","Uncommon","Damaged Reverse Holofoil","","","","","","0","",""
"4255575","Pokemon","SM - Cosmic Eclipse","Anorith","","111/236","Uncommon","Near Mint","0.21","","1.5900","0.1000","","0","",""
"4255576","Pokemon","SM - Cosmic Eclipse","Anorith","","111/236","Uncommon","Lightly Played","0.25","","1.6100","0.1200","","0","",""
"4255577","Pokemon","SM - Cosmic Eclipse","Anorith","","111/236","Uncommon","Moderately Played","0.17","","1.5500","0.0600","","0","",""
"4255578","Pokemon","SM - Cosmic Eclipse","Anorith","","111/236","Uncommon","Heavily Played","","","","","","0","",""
"4255579","Pokemon","SM - Cosmic Eclipse","Anorith","","111/236","Uncommon","Damaged","","","1.7900","0.3000","","0","",""
"4255580","Pokemon","SM - Cosmic Eclipse","Anorith","","111/236","Uncommon","Near Mint Reverse Holofoil","0.55","","1.9900","0.5000","","0","",""
"4255581","Pokemon","SM - Cosmic Eclipse","Anorith","","111/236","Uncommon","Lightly Played Reverse Holofoil","0.51","","1.8200","0.3300","","0","",""
"4255582","Pokemon","SM - Cosmic Eclipse","Anorith","","111/236","Uncommon","Moderately Played Reverse Holofoil","","","1.9900","0.5000","","0","",""
"4255583","Pokemon","SM - Cosmic Eclipse","Anorith","","111/236","Uncommon","Heavily Played Reverse Holofoil","","","","","","0","",""
"4255584","Pokemon","SM - Cosmic Eclipse","Anorith","","111/236","Uncommon","Damaged Reverse Holofoil","","","","","","0","",""
"4256535","Pokemon","SM - Cosmic Eclipse","Araquanid","","65/236","Uncommon","Near Mint","0.33","","1.6400","0.1500","","0","",""
"4256536","Pokemon","SM - Cosmic Eclipse","Araquanid","","65/236","Uncommon","Lightly Played","0.35","","1.6900","0.2000","","0","",""
"4256537","Pokemon","SM - Cosmic Eclipse","Araquanid","","65/236","Uncommon","Moderately Played","0.15","","1.5700","0.0800","","0","",""
"4256538","Pokemon","SM - Cosmic Eclipse","Araquanid","","65/236","Uncommon","Heavily Played","","","1.8800","0.3900","","0","",""
"4256539","Pokemon","SM - Cosmic Eclipse","Araquanid","","65/236","Uncommon","Damaged","0.14","","","","","0","",""
"4256540","Pokemon","SM - Cosmic Eclipse","Araquanid","","65/236","Uncommon","Near Mint Reverse Holofoil","1.18","","3.0700","1.5800","","0","",""
"4256541","Pokemon","SM - Cosmic Eclipse","Araquanid","","65/236","Uncommon","Lightly Played Reverse Holofoil","0.89","","2.3400","0.8500","","0","",""
"4256542","Pokemon","SM - Cosmic Eclipse","Araquanid","","65/236","Uncommon","Moderately Played Reverse Holofoil","","","","","","0","",""
"4256543","Pokemon","SM - Cosmic Eclipse","Araquanid","","65/236","Uncommon","Heavily Played Reverse Holofoil","","","5.5900","0.6000","","0","",""
"4256544","Pokemon","SM - Cosmic Eclipse","Araquanid","","65/236","Uncommon","Damaged Reverse Holofoil","0.30","","6.0500","0.3000","","0","",""
"4256180","Pokemon","SM - Cosmic Eclipse","Arceus & Dialga & Palkia GX","","156/236","Ultra Rare","Near Mint Holofoil","30.30","40.48","29.9900","29.9900","","0","",""
"4256181","Pokemon","SM - Cosmic Eclipse","Arceus & Dialga & Palkia GX","","156/236","Ultra Rare","Lightly Played Holofoil","22.76","","20.9900","20.9900","","0","",""
"4256182","Pokemon","SM - Cosmic Eclipse","Arceus & Dialga & Palkia GX","","156/236","Ultra Rare","Moderately Played Holofoil","17.72","","17.7200","17.7200","","0","",""
"4256183","Pokemon","SM - Cosmic Eclipse","Arceus & Dialga & Palkia GX","","156/236","Ultra Rare","Heavily Played Holofoil","14.08","","15.9900","15.0000","","0","",""
"4256184","Pokemon","SM - Cosmic Eclipse","Arceus & Dialga & Palkia GX","","156/236","Ultra Rare","Damaged Holofoil","11.75","","12.1500","11.1600","","0","",""
"4257425","Pokemon","SM - Cosmic Eclipse","Arceus & Dialga & Palkia GX (Alternate Full Art)","","221/236","Ultra Rare","Near Mint Holofoil","560.10","1448.53","622.1400","620.5000","","0","",""
"4257426","Pokemon","SM - Cosmic Eclipse","Arceus & Dialga & Palkia GX (Alternate Full Art)","","221/236","Ultra Rare","Lightly Played Holofoil","414.48","","505.9900","486.0000","","0","",""
"4257427","Pokemon","SM - Cosmic Eclipse","Arceus & Dialga & Palkia GX (Alternate Full Art)","","221/236","Ultra Rare","Moderately Played Holofoil","272.97","","316.6500","316.6500","","0","",""
"4257428","Pokemon","SM - Cosmic Eclipse","Arceus & Dialga & Palkia GX (Alternate Full Art)","","221/236","Ultra Rare","Heavily Played Holofoil","206.81","","379.9900","379.9900","","0","",""
"4257429","Pokemon","SM - Cosmic Eclipse","Arceus & Dialga & Palkia GX (Alternate Full Art)","","221/236","Ultra Rare","Damaged Holofoil","157.00","","200.0000","200.0000","","0","",""
"4257420","Pokemon","SM - Cosmic Eclipse","Arceus & Dialga & Palkia GX (Full Art)","","220/236","Ultra Rare","Near Mint Holofoil","60.30","","58.5000","58.5000","","0","",""
"4257421","Pokemon","SM - Cosmic Eclipse","Arceus & Dialga & Palkia GX (Full Art)","","220/236","Ultra Rare","Lightly Played Holofoil","51.31","61.46","55.8800","55.8800","","0","",""
"4257422","Pokemon","SM - Cosmic Eclipse","Arceus & Dialga & Palkia GX (Full Art)","","220/236","Ultra Rare","Moderately Played Holofoil","","","49.9500","48.9600","","0","",""
"4257423","Pokemon","SM - Cosmic Eclipse","Arceus & Dialga & Palkia GX (Full Art)","","220/236","Ultra Rare","Heavily Played Holofoil","55.99","","42.9300","40.7400","","0","",""
"4257424","Pokemon","SM - Cosmic Eclipse","Arceus & Dialga & Palkia GX (Full Art)","","220/236","Ultra Rare","Damaged Holofoil","23.17","","23.9800","23.9800","","0","",""
"4257535","Pokemon","SM - Cosmic Eclipse","Arceus & Dialga & Palkia GX (Secret)","","258/236","Rainbow Rare","Near Mint Holofoil","91.72","","127.3300","118.3400","","0","",""
"4257536","Pokemon","SM - Cosmic Eclipse","Arceus & Dialga & Palkia GX (Secret)","","258/236","Rainbow Rare","Lightly Played Holofoil","76.27","","103.3300","102.3400","","0","",""
"4257537","Pokemon","SM - Cosmic Eclipse","Arceus & Dialga & Palkia GX (Secret)","","258/236","Rainbow Rare","Moderately Played Holofoil","59.86","","","","","0","",""
"4257538","Pokemon","SM - Cosmic Eclipse","Arceus & Dialga & Palkia GX (Secret)","","258/236","Rainbow Rare","Heavily Played Holofoil","52.00","","","","","0","",""
"4257539","Pokemon","SM - Cosmic Eclipse","Arceus & Dialga & Palkia GX (Secret)","","258/236","Rainbow Rare","Damaged Holofoil","25.07","","46.9900","40.0000","","0","",""
"4255585","Pokemon","SM - Cosmic Eclipse","Armaldo","","112/236","Rare","Near Mint","0.34","","1.7200","0.2300","","0","",""
"4255586","Pokemon","SM - Cosmic Eclipse","Armaldo","","112/236","Rare","Lightly Played","0.31","","1.7300","0.2400","","0","",""
"4255587","Pokemon","SM - Cosmic Eclipse","Armaldo","","112/236","Rare","Moderately Played","0.41","","1.7400","0.2500","","0","",""
"4255588","Pokemon","SM - Cosmic Eclipse","Armaldo","","112/236","Rare","Heavily Played","","","","","","0","",""
"4255589","Pokemon","SM - Cosmic Eclipse","Armaldo","","112/236","Rare","Damaged","0.16","","1.6500","0.1600","","0","",""
"4255590","Pokemon","SM - Cosmic Eclipse","Armaldo","","112/236","Rare","Near Mint Reverse Holofoil","0.81","","2.0300","0.5400","","0","",""
"4255591","Pokemon","SM - Cosmic Eclipse","Armaldo","","112/236","Rare","Lightly Played Reverse Holofoil","0.52","","1.9400","0.4500","","0","",""
"4255592","Pokemon","SM - Cosmic Eclipse","Armaldo","","112/236","Rare","Moderately Played Reverse Holofoil","0.38","","2.2900","0.8000","","0","",""
"4255593","Pokemon","SM - Cosmic Eclipse","Armaldo","","112/236","Rare","Heavily Played Reverse Holofoil","","","1.7400","0.2500","","0","",""
"4255594","Pokemon","SM - Cosmic Eclipse","Armaldo","","112/236","Rare","Damaged Reverse Holofoil","","","1.6800","0.1900","","0","",""
"4256040","Pokemon","SM - Cosmic Eclipse","Azurill","","146/236","Common","Near Mint","9.38","10.65","8.9900","7.5000","","0","",""
"4256041","Pokemon","SM - Cosmic Eclipse","Azurill","","146/236","Common","Lightly Played","8.78","","8.8600","8.8600","","0","",""
"4256042","Pokemon","SM - Cosmic Eclipse","Azurill","","146/236","Common","Moderately Played","6.10","","8.5500","8.5500","","0","",""
"4256043","Pokemon","SM - Cosmic Eclipse","Azurill","","146/236","Common","Heavily Played","6.71","","","","","0","",""
"4256044","Pokemon","SM - Cosmic Eclipse","Azurill","","146/236","Common","Damaged","5.51","","9.7000","9.7000","","0","",""
"4256045","Pokemon","SM - Cosmic Eclipse","Azurill","","146/236","Common","Near Mint Reverse Holofoil","13.62","","13.9900","13.0000","","0","",""
"4256046","Pokemon","SM - Cosmic Eclipse","Azurill","","146/236","Common","Lightly Played Reverse Holofoil","10.52","","12.4900","8.5000","","0","",""
"4256047","Pokemon","SM - Cosmic Eclipse","Azurill","","146/236","Common","Moderately Played Reverse Holofoil","9.33","","12.9800","11.9900","","0","",""
"4256048","Pokemon","SM - Cosmic Eclipse","Azurill","","146/236","Common","Heavily Played Reverse Holofoil","8.96","","","","","0","",""
"4256049","Pokemon","SM - Cosmic Eclipse","Azurill","","146/236","Common","Damaged Reverse Holofoil","7.27","","","","","0","",""
"4257165","Pokemon","SM - Cosmic Eclipse","Beastite","","185/236","Uncommon","Near Mint","0.08","0.08","1.5300","0.0400","","0","",""
"4257166","Pokemon","SM - Cosmic Eclipse","Beastite","","185/236","Uncommon","Lightly Played","0.17","","1.5300","0.0400","","0","",""
"4257167","Pokemon","SM - Cosmic Eclipse","Beastite","","185/236","Uncommon","Moderately Played","0.02","","1.5100","0.0200","","0","",""
"4257168","Pokemon","SM - Cosmic Eclipse","Beastite","","185/236","Uncommon","Heavily Played","","","1.5400","0.0500","","0","",""
"4257169","Pokemon","SM - Cosmic Eclipse","Beastite","","185/236","Uncommon","Damaged","","","1.6400","0.1500","","0","",""
"4257170","Pokemon","SM - Cosmic Eclipse","Beastite","","185/236","Uncommon","Near Mint Reverse Holofoil","0.32","0.33","1.6800","0.1900","","0","",""
"4257171","Pokemon","SM - Cosmic Eclipse","Beastite","","185/236","Uncommon","Lightly Played Reverse Holofoil","0.27","","1.6900","0.2000","","0","",""
"4257172","Pokemon","SM - Cosmic Eclipse","Beastite","","185/236","Uncommon","Moderately Played Reverse Holofoil","0.26","","1.7400","0.2500","","0","",""
